id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,quality_grade,license,url,image_url,sound_url,num_identification_agreements,num_identification_disagreements,captive_cultivated,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
37801766,6b1ec0ce-7fda-48af-9d59-44e8451ff50b,2020/01/09 6:06 PM -0800,2020-01-09,2020-01-10 02:06:00 UTC,Pacific Time (US & Canada),research,CC-BY,https://www.inaturalist.org/observations/37801766,,https://static.inaturalist.org/sounds/55353.m4a?1579572431,1,0,false,"Golden Gate Park, San Francisco, CA, USA",37.7684964665,-122.4583608202,44,44,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
37802180,f354c7d6-4f69-43fa-bd03-6735aaa36590,2020/01/14 6:18 PM -0800,2020-01-14,2020-01-15 02:18:00 UTC,Pacific Time (US & Canada),research,CC-BY,https://www.inaturalist.org/observations/37802180,,https://static.inaturalist.org/sounds/55361.m4a?1579573133,1,0,false,"Fisherman's Wharf, San Francisco, CA, USA",37.8105547481,-122.4115376243,40,40,California Sea Lion,Zalophus californianus,California Sea Lion,Mammalia,41740
37804364,6231b992-290b-4aad-a52a-6f729251c45d,2020/01/20 7:38 PM PST,2020-01-20,2020-01-21 03:38:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/37804364,https://inaturalist-open-data.s3.amazonaws.com/photos/60005191/medium.jpeg,https://static.inaturalist.org/sounds/55374.m4a?1579577964,3,0,false,"Contra Costa County, CA, USA",37.9983027976,-122.2061998891,15,15,Coyote,Canis latrans,Coyote,Mammalia,42051
37808303,b06ba7ae-f575-4ac4-ab27-4f3cb5aa9eed,2020/01/20 3:30 PM PST,2020-01-20,2020-01-20 23:30:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/37808303,,https://static.inaturalist.org/sounds/55378.m4a?1579588252,2,0,false,Pescadero Creek County Park,37.2763297696,-122.2268186363,15,15,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
37809143,aef5abfa-b43f-40e7-bba9-75c04cbfff05,2020-01-02 7:56:00 PM PST,2020-01-02,2020-01-03 03:56:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC-ND,https://www.inaturalist.org/observations/37809143,,https://static.inaturalist.org/sounds/55384.m4a?1579591848,1,0,false,"PRESIDIO MTRY, CA 93944, USA",36.6056594941,-121.8940692768,43,43,California Sea Lion,Zalophus californianus,California Sea Lion,Mammalia,41740
37935594,c5de8b53-24a9-4ed5-a82a-b63a41dd8e02,2020-01-24 6:46:00 PM PST,2020-01-24,2020-01-25 02:46:00 UTC,Pacific Time (US & Canada),research,CC-BY,https://www.inaturalist.org/observations/37935594,,https://static.inaturalist.org/sounds/55689.mp3?1579921185,1,0,false,"Borrego Springs, CA 92004, USA",33.2493028593,-116.2970839441,9,9,Coyote,Canis latrans,Coyote,Mammalia,42051
37936281,85481b92-4f3f-4bff-92fa-51be6702cef0,2020-01-24 7:28:00 PM PST,2020-01-24,2020-01-25 03:28:00 UTC,Pacific Time (US & Canada),research,CC-BY,https://www.inaturalist.org/observations/37936281,,https://static.inaturalist.org/sounds/55699.mp3?1579922971,1,0,false,"Borrego Springs, CA 92004, USA",33.2492767831,-116.2970648333,9,9,Coyote,Canis latrans,Coyote,Mammalia,42051
38208769,537f7410-4c26-45f5-b023-d63ba268b317,2020-02-01 9:25:00 PM PST,2020-02-01,2020-02-02 05:25:00 UTC,Pacific Time (US & Canada),research,CC-BY,https://www.inaturalist.org/observations/38208769,,https://static.inaturalist.org/sounds/56409.mp3?1580621251,1,0,false,"Indian Pass, CA 92283, USA",32.959790222,-114.838280417,9,9,Coyote,Canis latrans,Coyote,Mammalia,42051
38466128,99642a4e-3e15-4ee5-b1f6-2bd2201ee340,2020-02-09 7:50:00 AM MST,2020-02-09,2020-02-09 14:50:00 UTC,Mountain Time (US & Canada),research,CC-BY,https://www.inaturalist.org/observations/38466128,,https://static.inaturalist.org/sounds/57345.mp3?1581260751,1,0,false,"Winterhaven, CA 92283, USA",32.9002781342,-114.6865200251,5,5,Coyote,Canis latrans,Coyote,Mammalia,42051
38700852,38f11b04-e282-43d6-beae-b58d05468efa,2020/02/15 3:49 PM PST,2020-02-15,2020-02-15 23:49:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/38700852,,https://static.inaturalist.org/sounds/57905.wav?1581834692,1,0,false,Sam McDonald County Park,37.2909792346,-122.2614766343,61,61,Western Gray Squirrel,Sciurus griseus,Western Gray Squirrel,Mammalia,46023
38702477,0c040e2f-6fb2-4e0e-8227-4af513748514,Sat Feb 15 2020 10:53:30 GMT-0800 (PST),2020-02-15,2020-02-15 18:53:30 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/38702477,,https://static.inaturalist.org/sounds/57950.m4a?1581840857,1,0,false,"Sam McDonald Park, La Honda, CA, US",37.2960901436,-122.251575369,549,549,Western Gray Squirrel,Sciurus griseus,Western Gray Squirrel,Mammalia,46023
38732495,b1c96b03-b679-41a6-a165-ef19c53d5bf8,Sun Feb 16 2020 16:19:09 GMT-0800 (PST),2020-02-16,2020-02-17 00:19:09 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/38732495,,https://static.inaturalist.org/sounds/60666.m4a?1583701395,2,0,false,"Market St, Santa Clarita, CA, US",34.374506,-118.528153,16,16,California Ground Squirrel,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007
39193481,6072e8dc-9eaf-43b6-a4f7-e2e035ab9bfa,2020-02-21 7:18:00 PM PST,2020-02-21,2020-02-22 03:18:00 UTC,Pacific Time (US & Canada),research,CC-BY,https://www.inaturalist.org/observations/39193481,,https://static.inaturalist.org/sounds/58859.mp3?1582602057,1,0,false,"Winterhaven, CA 92283, USA",32.9992888874,-114.7897706553,24,24,Coyote,Canis latrans,Coyote,Mammalia,42051
39340828,3435ec61-0ffb-4030-ac43-e4941ad92cb2,2020/02/27 6:42 PM -0800,2020-02-27,2020-02-28 02:42:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/39340828,,https://static.inaturalist.org/sounds/59297.wav?1582951498,1,0,false,"Contra Costa County, CA, USA",37.8791658798,-121.9343028071,31,31,Coyote,Canis latrans,Coyote,Mammalia,42051
39388036,19b69b5c-0f2b-4f04-a119-14f82815ed94,2020/02/28 15:47,2020-02-28,2020-02-28 23:47:00 UTC,Pacific Time (US & Canada),research,,https://www.inaturalist.org/observations/39388036,,https://static.inaturalist.org/sounds/59439.mp3?1583036933,1,0,false,"San Luis Obispo County, CA, USA",35.6753844464,-121.2856898056,31,31,Northern Elephant Seal,Mirounga angustirostris,Northern Elephant Seal,Mammalia,41728
39388209,816ad393-8026-4758-bbd9-35883eb1b824,2020/02/28 15:57,2020-02-28,2020-02-28 23:57:00 UTC,Pacific Time (US & Canada),research,,https://www.inaturalist.org/observations/39388209,,https://static.inaturalist.org/sounds/59440.mp3?1583037149,1,0,false,"San Luis Obispo County, CA, USA",35.675353364,-121.2858220274,122,122,Northern Elephant Seal,Mirounga angustirostris,Northern Elephant Seal,Mammalia,41728
39388565,db3ae1a6-2096-4dbe-bfb6-1471826d8629,2020/02/28 15:59,2020-02-28,2020-02-28 15:59:00 UTC,UTC,research,,https://www.inaturalist.org/observations/39388565,,https://static.inaturalist.org/sounds/59441.mp3?1583037610,1,0,false,"San Luis Obispo County, CA, USA",35.6755625334,-121.2862511809,122,122,Northern Elephant Seal,Mirounga angustirostris,Northern Elephant Seal,Mammalia,41728
39505134,5c67c3c4-9580-4f5b-9d28-8d660b46e4f1,2020-03-03 1:46:35 PM PST,2020-03-03,2020-03-03 13:46:35 UTC,UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39505134,,https://static.inaturalist.org/sounds/59842.wav?1583274002,1,0,false,"San Diego County, US-CA, US",32.82796465,-117.19420834,13,13,California Ground Squirrel,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007
40099563,405f007e-ec77-43a9-8dbf-d6cec1eb799c,2020/03/01 2:16 AM UTC,2020-03-01,,UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40099563,,https://static.inaturalist.org/sounds/62062.m4a?1584393865,2,0,false,"Village of La Jolla, San Diego, CA 92037, USA",32.8501072663,-117.2727053089,117,117,California Sea Lion,Zalophus californianus,California Sea Lion,Mammalia,41740
40152824,055fc8bc-88fe-4a3f-81bb-d0bfcd1c2029,2020/03/16 00:00 AM PDT,2020-03-16,2020-03-16 07:00:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/40152824,https://inaturalist-open-data.s3.amazonaws.com/photos/63921959/medium.png,https://static.inaturalist.org/sounds/62230.wav?1584486910,1,0,false,"Oak Manor, Fairfax, CA 94930, USA",38.0025584712,-122.5986533438,410,410,Coyote,Canis latrans,Coyote,Mammalia,42051
40167807,a3aff703-8bf1-44a9-acc7-59938230ae2c,2020/03/17 3:48 PM PDT,2020-03-17,2020-03-17 22:48:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/40167807,https://inaturalist-open-data.s3.amazonaws.com/photos/63804045/medium.jpg,https://static.inaturalist.org/sounds/62490.m4a?1584588735,4,0,false,"San Diego County, CA, USA",32.8295442413,-116.8614670481,4,4,Coyote,Canis latrans,Coyote,Mammalia,42051
40217603,fa84555d-f208-43de-9427-27868753ac1a,2020/03/16 00:01 AM PDT,2020-03-16,2020-03-16 07:01:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/40217603,https://inaturalist-open-data.s3.amazonaws.com/photos/63921812/medium.png,https://static.inaturalist.org/sounds/62482.wav?1584586279,1,0,false,"Oak Manor, Fairfax, CA 94930, USA",38.0018444334,-122.5985887349,426,426,Coyote,Canis latrans,Coyote,Mammalia,42051
40217736,16471d34-e6db-4cac-a27b-5b56f4696177,2020/03/16 5:57 AM PDT,2020-03-16,2020-03-16 12:57:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/40217736,https://inaturalist-open-data.s3.amazonaws.com/photos/63921649/medium.png,https://static.inaturalist.org/sounds/62484.wav?1584586480,2,0,false,"Oak Manor, Fairfax, CA 94930, USA",38.0017012733,-122.59831069,448,448,Coyote,Canis latrans,Coyote,Mammalia,42051
40218112,1d9c66dc-864e-4878-8a43-09b8fb94ef89,2020/03/16 10:07 PM PDT,2020-03-16,2020-03-17 05:07:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/40218112,https://inaturalist-open-data.s3.amazonaws.com/photos/63889237/medium.png,https://static.inaturalist.org/sounds/62487.wav?1584587165,1,0,false,"Oak Manor, Fairfax, CA 94930, USA",38.0023852078,-122.5982809067,490,490,Coyote,Canis latrans,Coyote,Mammalia,42051
40383770,6fe5127d-39be-44a5-88db-20b471ace2c8,2020/03/21 9:36 AM PDT,2020-03-21,2020-03-21 16:36:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/40383770,https://inaturalist-open-data.s3.amazonaws.com/photos/64128348/medium.jpeg,https://static.inaturalist.org/sounds/63017.m4a?1584816030,2,0,false,"Playa Del Rey, Los Angeles, CA, USA",33.9587864495,-118.4273330567,8,8,California Ground Squirrel,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007
41335405,4921e7d5-2e7c-4e0f-8588-e4e0277190f8,2020/04/03 1:39 AM PDT,2020-04-03,2020-04-03 08:39:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/41335405,,https://static.inaturalist.org/sounds/66297.wav?1585962943,2,0,false,"Oak Manor, Fairfax, CA 94930, USA",38.0014434472,-122.5977983172,582,582,Coyote,Canis latrans,Coyote,Mammalia,42051
41346991,c0ae810d-9307-472e-a307-9a93ff9ab8f0,Fri Apr 03 2020 23:18:16 GMT-0700 (PDT),2020-04-03,2020-04-04 06:18:16 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/41346991,,https://static.inaturalist.org/sounds/66335.mp3?1585981377,1,0,false,"Camino Porvenir, Rancho Palos Verdes, CA, US",33.7593353876,-118.4025844688,65,65,Coyote,Canis latrans,Coyote,Mammalia,42051
42194033,bee13d52-057d-4ba2-80b4-7d4190c3d1b6,2020/04/14 2:40 PM PDT,2020-04-14,2020-04-14 21:40:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/42194033,,https://static.inaturalist.org/sounds/70269.m4a?1586900448,2,0,false,"Central San Jose, San Jose, CA, USA",37.3295470046,-121.9363338024,4,4,Écureuil gris,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
42367439,9fb35041-a200-4f21-8d51-210e822bba12,2020/04/15 8:13 PM PDT,2020-04-15,2020-04-16 03:13:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/42367439,,https://static.inaturalist.org/sounds/70870.m4a?1587093285,1,0,false,"El Granada, CA, USA",37.5040138206,-122.4951705208,15,15,Coyote,Canis latrans,Coyote,Mammalia,42051
42423821,01199590-e095-4753-89f4-94757d3878c3,2020/04/17 5:17 AM PDT,2020-04-17,2020-04-17 12:17:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/42423821,,https://static.inaturalist.org/sounds/71133.wav?1587160062,1,0,false,"Oak Manor, Fairfax, CA 94930, USA",38.0010958968,-122.5975986956,497,497,Coyote,Canis latrans,Coyote,Mammalia,42051
42436231,247b5b08-b88e-4329-84ac-204ad000807b,2020-04-17 1:23:01 PM PDT,2020-04-17,2020-04-17 20:23:01 UTC,Pacific Time (US & Canada),research,CC0,https://www.inaturalist.org/observations/42436231,,https://static.inaturalist.org/sounds/71173.wav?1587171657,1,0,false,"San Ramon, CA 94583, USA",37.7497750559,-121.9639371336,17,17,California Ground Squirrel,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007
42518849,9687bcc5-6d5a-4d2b-8e18-c001c77be8a9,2020/04/16 10:34 PM PDT,2020-04-16,2020-04-17 05:34:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/42518849,,https://static.inaturalist.org/sounds/71502.wav?1587248248,1,0,false,"South San Mateo, San Mateo, CA, USA",37.5494354238,-122.3054559286,15,15,Domestic Cat,Felis catus,Domestic Cat,Mammalia,118552
43048318,9fc0fecf-d252-401c-bf3a-543edfac083f,2020-04-22,2020-04-22,,UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/43048318,,https://static.inaturalist.org/sounds/73741.m4a?1587721842,2,0,false,San Jacinto Wildlife Area,33.8744177238,-117.117616944,263,263,California Ground Squirrel,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007
43249094,b2d9fb28-e5a3-407a-8e0b-779f09c5a68a,2020/04/21 11:03 AM PDT,2020-04-21,2020-04-21 18:03:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/43249094,,https://static.inaturalist.org/sounds/74618.mp3?1587784400,1,0,false,"5401 N Peck Rd, Arcadia, CA 91006, USA",34.1006236,-118.0132699,223,223,California Ground Squirrel,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007
43405299,cc9fc4ab-c649-4e14-865a-c028fd47f7d2,2020/04/23 11:48 AM PDT,2020-04-23,2020-04-23 18:48:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/43405299,,https://static.inaturalist.org/sounds/75392.wav?1587840523,1,0,false,"Carmel Valley, CA 93924, USA",36.4839399285,-121.7234281164,977,977,Coyote,Canis latrans,Coyote,Mammalia,42051
43529398,d36e65e3-0bb9-40c1-8be0-27dcc09e86f6,2020/04/24 10:31 AM PDT,2020-04-24,2020-04-24 17:31:00 UTC,Pacific Time (US & Canada),research,CC-BY,https://www.inaturalist.org/observations/43529398,https://inaturalist-open-data.s3.amazonaws.com/photos/69061479/medium.jpeg,https://static.inaturalist.org/sounds/79725.m4a?1588194403,2,0,false,"San Carlos, California, USA",37.5053634,-122.276497,7,7,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
43550096,63e6923a-81a4-45e2-bb60-327fed01b5ec,2020-04-25 10:30:00 PM PDT,2020-04-25,2020-04-26 05:30:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/43550096,,https://static.inaturalist.org/sounds/75974.m4a?1587879382,1,0,false,"Rolando Park, San Diego, CA 92115, USA",32.7528392373,-117.059102878,337,337,Coyote,Canis latrans,Coyote,Mammalia,42051
43843135,0aac5260-bd76-44ce-86e1-4e8f12396ef2,2020/04/25 4:19 PM PDT,2020-04-25,2020-04-25 23:19:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/43843135,,https://static.inaturalist.org/sounds/77427.mp3?1587968939,1,0,false,"California, US",35.8667724456,-117.8960477028,671,28620,California Ground Squirrel,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007
44163926,ff45a54a-3074-4fa8-bbbc-af7442ee2aa6,2020/04/27 12:31 PM PDT,2020-04-27,2020-04-27 19:31:00 UTC,Pacific Time (US & Canada),research,CC-BY,https://www.inaturalist.org/observations/44163926,,https://static.inaturalist.org/sounds/79035.wav?1588102308,1,0,false,"End of Salt Marsh Coastal San Pedro, Los Angeles, CA, USA",33.714975847,-118.2857649791,58,58,Red Fox,Vulpes vulpes,Red Fox,Mammalia,42069
44317806,7b4fb6a4-5364-448e-b9e5-4cb7b238f3fe,2020-04-29 4:52:27 PM PDT,2020-04-29,2020-04-29 23:52:27 UTC,Pacific Time (US & Canada),research,CC0,https://www.inaturalist.org/observations/44317806,https://inaturalist-open-data.s3.amazonaws.com/photos/70263130/medium.jpeg,https://static.inaturalist.org/sounds/79820.mp3?1588204724,3,0,false,"Twin Peaks, CA 92391, USA",34.243585,-117.2325749722,,,Western Gray Squirrel,Sciurus griseus,Western Gray Squirrel,Mammalia,46023
44334880,4d27ce48-affe-4ce8-8389-4a95fe7713d9,Wed Apr 29 2020 17:16:39 GMT-0700 (PDT),2020-04-29,2020-04-30 00:16:39 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/44334880,https://inaturalist-open-data.s3.amazonaws.com/photos/70291065/medium.jpg,https://static.inaturalist.org/sounds/79946.m4a?1588216364,1,0,false,"Mission Trails Regional Park, San Diego, CA, US",32.8406833333,-117.0436555,,,California Ground Squirrel,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007
44433425,cca859be-ed40-4431-8764-00be7b48579a,2020/02/07 2:18 PM PST,2020-02-07,2020-02-07 22:18:00 UTC,Pacific Time (US & Canada),research,CC-BY,https://www.inaturalist.org/observations/44433425,,https://static.inaturalist.org/sounds/80538.m4a?1588297673,1,0,false,"Lexington Reservoir, California, USA",37.1852004,-121.9797817999,7,7,Merriam's Chipmunk,Neotamias merriami,Merriam's Chipmunk,Mammalia,197810
44482834,d0b4183c-75a0-43a1-b236-cd2bed1c4f2c,2020/04/30 6:00 PM PDT,2020-04-30,2020-05-01 01:00:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/44482834,,https://static.inaturalist.org/sounds/80967.mp3?1588347452,2,0,false,San Diego County,32.8629567222,-117.1882580738,1398,1398,California Ground Squirrel,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007
44929551,52a4ad4b-a969-483f-814c-10e79680e213,2020-05-04 4:39:11 PM PDT,2020-05-04,2020-05-04 23:39:11 UTC,Pacific Time (US & Canada),research,CC0,https://www.inaturalist.org/observations/44929551,https://inaturalist-open-data.s3.amazonaws.com/photos/71227335/medium.jpeg,https://static.inaturalist.org/sounds/83454.mp3?1588635769,2,0,false,"Twin Peaks, CA 92391, USA",34.2437779722,-117.2325359722,,,Western Gray Squirrel,Sciurus griseus,Western Gray Squirrel,Mammalia,46023
44948436,8ef1a7f6-592a-47ce-a66b-f4221096ffff,2020-05-04 7:00:00 AM PDT,2020-05-04,2020-05-04 14:00:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/44948436,https://static.inaturalist.org/photos/71380142/medium.jpeg,https://static.inaturalist.org/sounds/83526.wav?1588651995,2,0,false,"San Bernardino County, CA, USA",35.1993039983,-116.1462951824,5,5,White-tailed Antelope Squirrel,Ammospermophilus leucurus,White-tailed Antelope Squirrel,Mammalia,46255
45241308,cc2ac5a4-de10-4819-9652-f091d737309c,2020-05-07 6:37:42 PM MST,2020-05-07,2020-05-08 01:37:42 UTC,Arizona,research,CC-BY-NC,https://www.inaturalist.org/observations/45241308,,https://static.inaturalist.org/sounds/84931.wav?1588915224,1,0,false,"Sausalito, CA 94965, USA",37.8448694444,-122.5084055556,,,Canis latrans,Canis latrans,Coyote,Mammalia,42051
45339027,78189464-ddbf-4cb4-befa-e0b7469e4b0a,2020/05/07 10:54 AM PDT,2020-05-07,2020-05-07 17:54:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/45339027,,https://static.inaturalist.org/sounds/85526.wav?1589001290,1,0,false,"Brooktree, Alamo, CA 94598, USA",37.8937497219,-121.9939289509,15,15,California Ground Squirrel,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007
45446384,444937f5-4a47-418c-9574-dd0221fd576c,2020/05/08 2:00 PM PDT,2020-05-08,2020-05-08 21:00:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/45446384,,https://static.inaturalist.org/sounds/86125.mp3?1589082596,1,0,false,"El Cerrito, San Diego, CA, USA",32.7639596137,-117.0700823028,85,85,California Ground Squirrel,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007
45652266,3571877f-5429-49ee-b4ae-934a377f2ddb,2020-05-11 7:57:11 PM PDT,2020-05-11,2020-05-12 02:57:11 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/45652266,,https://static.inaturalist.org/sounds/87178.wav?1589252297,1,0,false,"Lake Hodges, Escondido, CA 92029, USA",33.0611806,-117.0760351,44,44,Coyote,Canis latrans,Coyote,Mammalia,42051
45652583,5ff892ad-50c4-4b8f-9040-288d9124cce0,2020-05-11 8:01:32 PM PDT,2020-05-11,2020-05-12 03:01:32 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/45652583,,https://static.inaturalist.org/sounds/87179.wav?1589252593,1,0,false,"Lake Hodges, Escondido, CA 92029, USA",33.0610517,-117.0755573,18,18,Coyote,Canis latrans,Coyote,Mammalia,42051
46337432,c8f46749-837a-44c3-b3b5-24a392096325,2020-05-17 7:08:58 PM PDT,2020-05-17,2020-05-18 02:08:58 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/46337432,https://static.inaturalist.org/photos/73492985/medium.jpg,https://static.inaturalist.org/sounds/90746.m4a?1589773109,3,0,false,"Northeast, Santa Monica, CA, USA",34.0376444444,-118.4820083333,,,Fox Squirrel,Sciurus niger,Eastern Fox Squirrel,Mammalia,46020
46704307,d84880ac-c0aa-45b5-b862-9d67c22fcfda,2020/05/18 3:01 AM -0700,2020-05-18,2020-05-18 10:01:00 UTC,Arizona,research,CC-BY-NC,https://www.inaturalist.org/observations/46704307,https://inaturalist-open-data.s3.amazonaws.com/photos/74074283/medium.png,https://static.inaturalist.org/sounds/92847.wav?1590055523,1,0,false,"Solvang, CA, USA",34.6165769286,-120.1042957898,401,401,Big Brown Bat,Eptesicus fuscus,Big Brown Bat,Mammalia,40509
46866000,a5450b61-f1e6-4042-a746-e57cacd64aae,2020-05-22 10:51:21 AM PDT,2020-05-22,2020-05-22 17:51:21 UTC,Pacific Time (US & Canada),research,,https://www.inaturalist.org/observations/46866000,,https://static.inaturalist.org/sounds/93837.m4a?1590169912,2,0,false,"Santa Cruz, CA 95064, USA",36.99183071,-122.06760248,4,4,California Ground Squirrel,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007
47282493,38b2b1c1-be72-415c-85bf-87975dab16ca,2020/05/24 7:45 AM PDT,2020-05-24,2020-05-24 14:45:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/47282493,https://inaturalist-open-data.s3.amazonaws.com/photos/74988167/medium.jpeg,https://static.inaturalist.org/sounds/95993.m4a?1590423943,2,0,false,"Calabasas Village, Calabasas, CA 91302, USA",34.1348285107,-118.6485238369,181,181,Fox Squirrel,Sciurus niger,Eastern Fox Squirrel,Mammalia,46020
48714066,e65836b2-74d6-41ba-a2b7-fa40bbebc4b6,2020/06/05 1:19 AM ,2020-06-05,2020-06-05 08:19:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/48714066,,https://static.inaturalist.org/sounds/103446.mp3?1591483501,1,0,false,"San Bernardino County, US-CA, US",34.1950231918,-117.0628360646,122,28874,Gray Fox,Urocyon cinereoargenteus,Gray Fox,Mammalia,42076
49184405,9ac4190a-12b3-4536-8894-25f112505b48,Wed Jun 10 2020 14:23:05 GMT-0700 (PDT),2020-06-10,2020-06-10 21:23:05 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/49184405,,https://static.inaturalist.org/sounds/105792.wav?1591894519,1,0,false,"Towne Fire Rd, La Honda, CA, US",37.2883407338,-122.2486051194,167,167,Merriam's Chipmunk,Neotamias merriami,Merriam's Chipmunk,Mammalia,197810
50604671,a475d193-fe99-47f0-8131-af78bfc75796,2020-06-22 3:02:35 PM PDT,2020-06-22,2020-06-22 22:02:35 UTC,Pacific Time (US & Canada),research,,https://www.inaturalist.org/observations/50604671,,https://static.inaturalist.org/sounds/110856.wav?1592863417,1,0,false,"Altadena, CA, USA",34.1945316,-118.1129532,23,23,California Ground Squirrel,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007
50730790,573b52f5-9a2d-46c3-981d-ea211e137430,2020/06/10 2:19 PM PDT,2020-06-10,2020-06-10 21:19:00 UTC,Pacific Time (US & Canada),research,CC-BY,https://www.inaturalist.org/observations/50730790,,https://static.inaturalist.org/sounds/111206.m4a?1592961906,1,0,false,"Sam McDonald County Park, California, USA",37.2882385,-122.248388,7,7,Merriam's Chipmunk,Neotamias merriami,Merriam's Chipmunk,Mammalia,197810
50815643,78ec5ea1-971e-4e99-8ef6-b9415b0aaba5,2020/06/24 7:38 AM PDT,2020-06-24,2020-06-24 14:38:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/50815643,,https://static.inaturalist.org/sounds/111449.m4a?1593026793,1,0,false,"Santa Cruz, CA, USA",36.9754669486,-122.06557712,17,17,Coyote,Canis latrans,Coyote,Mammalia,42051
50859860,f7ff2b2a-e117-492a-a185-b9d3210b172a,2020/06/22 10:30 AM PDT,2020-06-22,2020-06-22 17:30:00 UTC,Pacific Time (US & Canada),research,CC-BY,https://www.inaturalist.org/observations/50859860,,https://static.inaturalist.org/sounds/111590.m4a?1593067043,1,0,false,"Belmont, California, USA",37.5011187,-122.2973551,7,7,Merriam's Chipmunk,Neotamias merriami,Merriam's Chipmunk,Mammalia,197810
